Year,Country,Region,Crop_Type,Average_Temperature_C,Total_Precipitation_mm,CO2_Emissions_MT,Crop_Yield_MT_per_HA,Extreme_Weather_Events,Irrigation_Access_%,Pesticide_Use_KG_per_HA,Fertilizer_Use_KG_per_HA,Soil_Health_Index,Adaptation_Strategies,Economic_Impact_Million_USD
2011,India,Maharashtra,Cotton,6.36,2238.25,23.09,0.99,5,66.78,35.63,59.11,73.96,Organic Farming,309.44
1999,India,Punjab,Barley,21.03,2114.27,4.47,2.84,4,85.91,48.25,31.54,77.9,No Adaptation,761.14
2001,India,Maharashtra,Sugarcane,7.91,260.28,3.11,2.646,7,40.03,18.15,88.97,58.41,Drought-resistant Crops,762.08
2006,India,Tamil Nadu,Soybeans,11.97,2357.77,12.71,3.77,4,12.49,9.24,26.06,62.13,No Adaptation,1240.46
1991,India,Punjab,Sugarcane,31.13,1554.5,3.04,3.75,5,57.83,3.13,74.68,57.19,Organic Farming,1556.95
2014,India,Maharashtra,Fruits,-2.17,1997.78,10.98,2.76,8,98.1,31.29,16.63,35.51,Organic Farming,724.68
2020,India,West Bengal,Cotton,-3.35,2279.53,19.34,0.639,4,83.71,18.7,42.19,70.04,Organic Farming,83.73
2017,India,Tamil Nadu,Fruits,6.41,2159.7,16.12,1.548,2,90.34,25.79,86.95,52.52,Water Management,650.56
2002,India,Punjab,Coffee,12.31,1925.28,8.08,1.51,8,67.07,19.06,42.32,40.05,No Adaptation,485.16
1996,India,Maharashtra,Fruits,32.39,212.45,22.7,1.179,10,78.69,10.03,11.35,48.2,Crop Rotation,331.21
1996,India,Tamil Nadu,Wheat,14.14,1483.99,20.02,2.034,2,46.42,33.91,37.74,68.26,Water Management,672.45
1994,India,Punjab,Sugarcane,6.23,2781.64,27.94,0.936,2,81.33,29.77,24.7,66.81,Crop Rotation,346.89
2006,India,West Bengal,Corn,11.56,2096.57,23.97,1.656,8,21.33,43.06,15.3,36.97,Organic Farming,573.04
2023,India,Punjab,Coffee,5.77,503.36,25.63,1.161,4,76.59,1.06,68.53,53.85,Water Management,307.81
2022,India,Punjab,Cotton,30.35,2306.03,13.53,2.55,1,65.05,16.1,38.12,35.07,Drought-resistant Crops,1166.64
2008,India,West Bengal,Fruits,25.69,2746.63,14.51,3.73,8,76.14,28.03,50.2,99.18,Crop Rotation,1824.24
2011,India,West Bengal,Wheat,30.03,1345.57,6.83,3.42,4,81.47,36.19,13.35,41.11,Water Management,662.18
2014,India,Tamil Nadu,Vegetables,5.69,2999.1,2.84,1.05,0,42.42,34.65,57.78,30.75,Water Management,196.77
2009,India,Tamil Nadu,Rice,11.63,1890.54,26.14,2.025,3,19.75,46.01,18.13,88.95,Organic Farming,459.92
1996,India,Maharashtra,Coffee,28.78,1456.47,15.17,1.656,10,57.46,40.74,18.84,59,Water Management,553.11
2013,India,Maharashtra,Rice,18.36,2375.26,11.63,4.51,4,43.01,17.19,54.07,73.91,Crop Rotation,2057.7
2021,India,Maharashtra,Wheat,8.43,1758.74,17.24,1.017,8,79.06,30.18,93.14,35.17,Crop Rotation,168.92
2021,India,Tamil Nadu,Sugarcane,-4.21,1004.74,6.96,2.82,6,90.81,30.49,91.78,54.14,Crop Rotation,472.91
1991,India,Punjab,Vegetables,7.38,878.38,17.03,1.242,1,93.61,48.18,41.93,40.45,No Adaptation,619.75
2022,India,Maharashtra,Coffee,19.75,1968.1,21.66,3.861,3,47.18,41.31,98.91,36.25,Water Management,1822.52
2010,India,Punjab,Barley,-3.72,521.38,15.16,1.557,1,15.82,30.3,22.06,97.38,No Adaptation,688.94
2017,India,West Bengal,Vegetables,23.98,2151.57,5.65,0.92,9,21.71,33.1,95.98,40.4,Organic Farming,386.87
1990,India,West Bengal,Cotton,-2.17,1026.42,0.72,1.77,5,98.48,5.78,90.66,68.9,Drought-resistant Crops,285.19
2016,India,Punjab,Soybeans,23.09,1734.32,13.5,1.72,0,22.25,43.8,94.94,69.44,Drought-resistant Crops,839.45
2011,India,West Bengal,Fruits,7.08,957.61,17.67,1.332,0,43.9,13.83,93.89,95.93,Water Management,375.24
2021,India,West Bengal,Fruits,32.13,1046.42,4.79,3.36,7,66.84,48.49,9.26,73.92,Water Management,1324.42
1999,India,West Bengal,Cotton,25.05,1601.04,29.73,0.963,10,34.86,27.62,44.98,91.7,Organic Farming,111.69
1999,India,West Bengal,Vegetables,-4.21,1990.1,19.26,2.214,1,96.3,18.68,93.99,37.9,Drought-resistant Crops,612.83
2023,India,Tamil Nadu,Fruits,33.61,1333.05,17.85,1.926,5,58.47,34.51,12.54,73.14,Crop Rotation,383.66
1992,India,Tamil Nadu,Coffee,22.73,2618.94,27.54,3.402,9,26.8,33.51,26.81,48.73,Drought-resistant Crops,678.68
1991,India,West Bengal,Vegetables,3.98,1841.24,23.33,2.367,9,49.16,34.3,73.16,44.22,Water Management,500.78
1999,India,Punjab,Coffee,20.01,1122.79,4.8,3.02,4,26.84,13.14,30.45,54.6,Crop Rotation,1336.45
1999,India,Punjab,Cotton,9.77,948.68,15.17,2.187,6,10.96,1.62,66.54,80.75,Water Management,289.95
2020,India,Tamil Nadu,Soybeans,25.15,1786.57,28.68,3.141,8,74.02,6,74.43,31.6,Organic Farming,446.08
2001,India,West Bengal,Cotton,25.27,2957.04,23.41,1.503,5,29.1,12.98,24.5,88.87,Water Management,654.6
2020,India,West Bengal,Rice,20.14,1555.09,17.32,3.15,10,47.36,45.14,71.84,63.49,Drought-resistant Crops,528.38
2011,India,Maharashtra,Cotton,2.74,2839.58,22.03,1.242,2,29.73,20.23,10.18,40.42,Organic Farming,370.29
1990,India,Tamil Nadu,Wheat,-4.1,1089.78,3.23,1.16,7,61.47,32.23,47.83,65.68,Water Management,316.4
2015,India,Punjab,Vegetables,20.99,613.79,12.81,1.56,10,41.62,26.31,5.26,72.08,No Adaptation,702.64
2024,India,Punjab,Vegetables,9.54,1152.78,17.48,2.529,5,14.22,19.53,47.58,36.96,Organic Farming,732.08
2002,India,West Bengal,Coffee,22.52,2360.83,17.09,2.862,1,43.74,32.3,15.59,64.23,Crop Rotation,453.29
1999,India,West Bengal,Rice,8.65,1507.57,19.21,0.837,1,78.47,15.17,83.65,30.48,Organic Farming,256.15
2011,India,West Bengal,Barley,10.05,1849.44,5.16,1.9,0,91.14,6.81,58.49,47.34,Water Management,872.76
2003,India,Tamil Nadu,Wheat,15.96,1436.95,17.8,4.068,5,15.46,46.39,77.64,36.63,Water Management,827.92
2024,India,Maharashtra,Fruits,21.57,2413.08,10.61,3.42,2,66.26,16.65,29.2,90.26,No Adaptation,475.64
2005,India,Punjab,Sugarcane,33.04,2347.67,10.29,2.29,9,60.89,48.64,64.08,58.7,Organic Farming,334.4
2010,India,Maharashtra,Fruits,22.59,2208.8,7.68,1.14,3,61.02,28.26,71.29,51.11,Crop Rotation,305.84
2010,India,West Bengal,Rice,-2.82,747.44,24.34,0.99,4,84.13,41.47,27.52,67.47,No Adaptation,270.76
2020,India,West Bengal,Sugarcane,15.76,320.16,9.64,4.464,0,65.98,6.83,17.44,62.7,No Adaptation,1462.62
2001,India,Punjab,Vegetables,19.45,2843.45,20.03,2.007,1,10.95,17.66,55.24,64.56,Drought-resistant Crops,933.97
1997,India,West Bengal,Sugarcane,10.21,2992.45,5.83,1.61,2,34.23,32.88,73.61,76.57,Water Management,694.43
2020,India,West Bengal,Sugarcane,3.41,1000.3,4.66,1.67,2,78.12,21.4,1.03,72.02,Organic Farming,814.73
1991,India,Maharashtra,Coffee,10.28,753,9.82,2,0,21.7,8.62,94.65,36,No Adaptation,749.86
2002,India,Maharashtra,Coffee,14.46,1654.67,24.42,3.375,4,73.49,16.14,25.71,81.04,Drought-resistant Crops,1046.85
2023,India,Maharashtra,Barley,22.66,2307.34,14.1,2.75,5,18.76,26.84,32.7,58.13,Drought-resistant Crops,769.69
1990,India,West Bengal,Sugarcane,-2.03,481.25,10.72,2.502,4,59.07,38.95,88.34,82.96,Water Management,1059.3
2004,India,Tamil Nadu,Soybeans,14.86,2104.05,9.94,2.4,4,98.04,43.71,30.58,53.56,No Adaptation,303.06
2019,India,Maharashtra,Soybeans,0.51,391.63,20.67,2.133,4,73.34,36.82,12.74,52.15,Organic Farming,791.69
2000,India,Maharashtra,Coffee,11.7,1745.21,15.2,1.701,9,31.45,40.27,41.61,97.99,Crop Rotation,793.74
1996,India,Punjab,Cotton,22.43,2106.88,9.77,3.72,10,14.77,9.08,74.93,50.81,Water Management,1743.41
2015,India,Punjab,Vegetables,6.21,1791.52,9.83,0.77,5,66.7,18.98,22.49,66.05,No Adaptation,197.03
2021,India,West Bengal,Vegetables,11.62,938.62,3.52,3.73,9,43.75,22.3,61.64,99.97,Water Management,457.38
2014,India,Tamil Nadu,Corn,18.45,2356.78,10.34,4.45,6,43.82,36.84,93.03,53.25,Drought-resistant Crops,1768.29
1992,India,Maharashtra,Vegetables,7.74,1647.6,21.42,0.549,6,50.08,48.45,62.96,92.81,Organic Farming,167.2
1991,India,Tamil Nadu,Cotton,-4.7,564.04,24.68,2.313,9,49.83,2.72,51.49,47.72,No Adaptation,976.28
2003,India,Tamil Nadu,Coffee,21.4,2162.47,2.63,2.53,4,25.77,12.03,21.9,69.06,Water Management,299.89
2021,India,Maharashtra,Cotton,14.74,1525.28,11.92,1.57,1,69.21,36.72,39.36,47.53,Water Management,756.96
2004,India,West Bengal,Barley,2.76,832.53,4.09,2.22,4,50.13,21.23,85.65,96.41,Crop Rotation,521.22
2016,India,Maharashtra,Wheat,17.25,1327.06,6.51,2.04,8,78.14,10.6,43.58,45.47,Organic Farming,792.52
2005,India,Tamil Nadu,Soybeans,-3.55,1136.49,22.89,2.421,10,83.46,0.92,80.21,53.7,No Adaptation,1167.46
1994,India,Punjab,Soybeans,33.55,2451.12,0.99,2.85,2,33.84,42.81,59.22,60.65,Crop Rotation,1264.84
2011,India,Punjab,Coffee,3.2,1818.56,29.7,1.962,1,86.7,27.55,39.59,72.45,Drought-resistant Crops,451.33
2024,India,West Bengal,Wheat,1.05,2795.35,17.4,0.594,7,14.21,10.79,61.13,82.58,Water Management,199.09
2024,India,Tamil Nadu,Rice,8.68,2909.25,9.59,0.61,1,83.69,28.6,29.99,94.6,Drought-resistant Crops,174.44
2000,India,West Bengal,Fruits,11.95,2032.71,17.78,2.07,5,44.13,42.48,25.94,51.83,No Adaptation,479.79
1991,India,West Bengal,Barley,0.6,561.64,21.7,1.782,5,82.51,39.28,73.39,79.2,No Adaptation,382.38
2007,India,Maharashtra,Vegetables,14.81,2336.29,23.85,2.223,3,91.98,37.21,47.2,85.77,Organic Farming,291.91
2001,India,Maharashtra,Sugarcane,30.71,2606.49,15.65,1.494,1,22.53,0.63,85.03,60.26,Organic Farming,151.58
2013,India,Punjab,Sugarcane,33.38,2896.7,11.71,3.12,0,15.9,42.25,16.57,83.33,Crop Rotation,397.02
2003,India,West Bengal,Sugarcane,30.13,2786.51,16.23,1.449,2,32.49,21.65,45.01,69.4,Crop Rotation,686.24
2003,India,Tamil Nadu,Rice,22.4,2085.17,29.79,1.071,10,31.35,37.48,68.18,91.81,Crop Rotation,442.96
2016,India,Punjab,Rice,2.21,2451.72,17.68,2.574,4,17.09,8.48,78.19,67.48,Drought-resistant Crops,761.04
2009,India,Tamil Nadu,Vegetables,-3.08,734.27,5,0.94,8,88.8,19.13,6.88,53.34,No Adaptation,380.5
2008,India,West Bengal,Rice,17.32,979.87,29.23,3.177,1,89.46,42.24,84.62,87.95,Organic Farming,1068.38
2004,India,Maharashtra,Corn,12.86,2991.49,16.13,3.564,10,31.85,23.57,2.13,46.54,Water Management,741.68
1992,India,Maharashtra,Wheat,-3.85,371.5,6.98,1.143,0,78.28,21.59,86.8,49.27,Organic Farming,384.89
2018,India,West Bengal,Vegetables,25.52,690.36,8.93,2.86,2,42.4,14.36,56.94,64.58,No Adaptation,1245.57
2019,India,Maharashtra,Soybeans,20.14,2071.12,16.38,2.448,10,77.35,13.17,72.48,40.46,Organic Farming,994.96
2023,India,Punjab,Wheat,18.48,1332.29,28.97,2.979,9,67.74,41.11,68.96,99.6,Crop Rotation,1281.69
2016,India,Maharashtra,Rice,9.94,2523.74,27.96,1.404,3,61.59,36.16,44.63,46.29,No Adaptation,664.59
2011,India,Maharashtra,Rice,0.37,1108.38,18.35,2.538,10,34.75,27.27,62.75,34.54,Drought-resistant Crops,825.66
2008,India,Tamil Nadu,Wheat,19.71,1328.36,18.32,2.772,6,61.6,12.58,8.92,56.95,Crop Rotation,961.81
2001,India,Tamil Nadu,Sugarcane,0.93,1412.53,29.04,2.151,10,44.38,37.74,47.46,45.05,Drought-resistant Crops,630.89
1992,India,Maharashtra,Sugarcane,-1.65,2119.01,19.29,0.945,8,57.89,45.34,88.88,78.26,Water Management,358.11
2023,India,Tamil Nadu,Rice,0.17,301.87,7.94,0.702,4,72.94,44.2,43.78,77.89,Organic Farming,139.59
1996,India,West Bengal,Soybeans,6.76,1071.29,7.71,2.77,9,81.89,11.8,39.64,39.77,Organic Farming,1079.72
2006,India,Maharashtra,Fruits,18.08,1309.15,1.47,4.6,8,78.51,17.96,45.35,46.26,Water Management,873.2
2021,India,West Bengal,Vegetables,25.78,2741.6,17.01,1.449,7,12.06,20.33,1.86,35.62,Organic Farming,186.06
1998,India,Tamil Nadu,Cotton,26.31,1162.21,23.38,1.143,9,58.44,38.59,64.3,71.82,Crop Rotation,268.14
2008,India,Punjab,Soybeans,11.04,2777.49,13.34,2.81,4,15.34,30.77,63.35,76.66,Water Management,552.1
1998,India,West Bengal,Rice,26.32,2251.4,29.07,2.457,7,62.37,38.1,92.63,85.66,No Adaptation,1012.31
2008,India,Maharashtra,Corn,13.93,1236.69,17.43,3.843,1,14.03,11.82,31.17,76.24,No Adaptation,1568.51
2003,India,Tamil Nadu,Wheat,2.87,1561.46,16.13,2.502,6,25.3,39.81,33.09,75.21,Drought-resistant Crops,1145.89
2000,India,Tamil Nadu,Vegetables,34.89,1198.24,2.92,1.88,8,48.11,12.94,93.59,87.06,Organic Farming,917.86
2013,India,Maharashtra,Wheat,6.21,1523.88,13.03,1.96,1,11.84,13.06,26.52,96.36,Water Management,334.85
2012,India,West Bengal,Soybeans,19.72,1258.02,27.1,1.539,4,16.98,43.53,18.64,73.15,Organic Farming,561.09
2019,India,Tamil Nadu,Corn,3.74,2741.3,22.13,0.945,6,42.27,16.53,28.72,73.99,No Adaptation,427.31
2012,India,Tamil Nadu,Rice,0.78,312.63,6.25,0.783,1,71.8,42,10.07,36.58,Organic Farming,105.25
2003,India,Tamil Nadu,Corn,7.07,2796.31,4.66,1.15,7,98.77,36.23,87.17,76.35,No Adaptation,448.78
2009,India,Punjab,Vegetables,4.62,2602.19,5.69,1.54,4,74.96,21.49,24.64,86.3,Water Management,466.59
1997,India,Maharashtra,Fruits,5.91,1852.47,27.6,2.277,3,72.59,26.01,4.16,84.62,Crop Rotation,629.64
2020,India,Maharashtra,Cotton,1.1,1755.59,4.67,1.36,6,45.58,4.68,58.54,68.65,Organic Farming,214.32
2000,India,Punjab,Vegetables,-1.53,213.48,28.29,1.053,8,96.2,8.23,8.59,48.74,Drought-resistant Crops,452.31
2022,India,Maharashtra,Soybeans,25.26,2136.94,10.81,1.67,10,63.44,21.72,37.96,32.42,Crop Rotation,624.59
1999,India,West Bengal,Fruits,32.66,1401.93,28.74,2.052,2,53.57,6.56,1.97,98.55,No Adaptation,625.6
2013,India,West Bengal,Corn,22.91,315.52,14.49,1.503,2,81.21,41.74,88.22,35.74,No Adaptation,553.02
2023,India,Maharashtra,Vegetables,-4.45,1593.93,1.96,0.64,7,72.77,33.05,88.49,54.13,No Adaptation,151.28
1993,India,Tamil Nadu,Corn,33.42,2961.61,7.72,1.67,10,92.22,17.32,54.35,72.54,Water Management,319.04
2014,India,West Bengal,Barley,8.55,1950.8,5.79,1.04,1,74.87,7.18,15.88,35.23,No Adaptation,358.4
1991,India,Tamil Nadu,Fruits,28.51,2129.97,13.25,2.73,6,88.36,37.19,36.14,31.83,No Adaptation,1218.57
1997,India,West Bengal,Barley,25.25,1499.45,21.4,2.853,4,94.94,20.97,55.11,86.83,Water Management,1004.99
1993,India,Tamil Nadu,Rice,14.08,917.33,14.45,4.31,3,85.07,14.57,52.51,62.15,Crop Rotation,639.69
2024,India,Maharashtra,Coffee,16.64,2417.34,4.95,2.63,1,72.19,14.87,73.62,40.24,No Adaptation,962.36
2021,India,Punjab,Sugarcane,0.73,296,18.38,2.07,8,19.24,40.86,61.03,63.03,Drought-resistant Crops,230.02
1990,India,West Bengal,Wheat,34.38,648.6,14.95,0.81,10,41.24,16.37,68.82,33.62,Crop Rotation,390.24
2012,India,Maharashtra,Corn,22.83,663.86,15.97,0.801,7,93.1,20.49,98.42,87.52,Water Management,182.57
1991,India,West Bengal,Sugarcane,15.92,1281.89,8.58,4.45,10,72.76,26.22,41.33,47.28,Drought-resistant Crops,1069.74
2000,India,Maharashtra,Soybeans,34.66,2831.7,12.44,2.12,5,83.45,15.83,14.65,65.58,Organic Farming,504.38
2018,India,Tamil Nadu,Cotton,0.53,2143.88,28.84,2.7,9,87.59,21.96,91.24,72.55,Organic Farming,1135.51
2011,India,West Bengal,Corn,13.43,820.32,21.56,1.377,6,67.25,6.4,90.19,79.99,Crop Rotation,207.75
2006,India,West Bengal,Barley,30.72,2708.24,12.61,3.99,7,22.36,22.89,0.66,67.55,Drought-resistant Crops,1105.13
2018,India,West Bengal,Wheat,3.26,2902.16,27.81,2.052,2,30.31,21.9,17.61,35.06,Water Management,634.54
2010,India,West Bengal,Cotton,5.33,1338.84,20.96,1.377,1,77.04,17.85,94.66,39.59,Water Management,583.86
2007,India,Maharashtra,Wheat,13.56,2445.64,1.55,3.73,10,64.46,9.51,6.67,68.1,Drought-resistant Crops,1300.02
1992,India,West Bengal,Vegetables,17,2511.18,26.41,4.419,3,94.43,22.51,87.1,91.62,Drought-resistant Crops,1170.68
1995,India,Punjab,Soybeans,-4.75,2987.11,9.81,2.51,6,76.71,39.87,17.91,52.72,Crop Rotation,515.68
2001,India,West Bengal,Soybeans,32.89,1073.67,15.56,3.33,9,86.02,9.79,97.56,87.77,Organic Farming,444.39
1991,India,Punjab,Barley,-2.83,1598.35,15.26,0.909,5,23.06,7.93,44.44,90.68,Crop Rotation,114.51
1997,India,West Bengal,Coffee,28.19,2909.31,22.59,2.097,6,86.8,18.33,75.56,37.97,Organic Farming,940.36
1996,India,Maharashtra,Sugarcane,-3.26,1177.27,14.45,1.15,4,30.37,28.55,24.63,89.69,Drought-resistant Crops,386.83
2008,India,Tamil Nadu,Vegetables,16.92,1684.4,27.44,3.735,4,28.66,22.71,50.15,70,Water Management,1348.44
1999,India,West Bengal,Barley,27.04,524.65,28.07,1.881,9,45.61,17.36,31.43,43.36,Crop Rotation,881.99
2015,India,Punjab,Fruits,12.31,2557.3,18.97,3.096,8,72.38,10.86,36.95,57.41,No Adaptation,744.52
1998,India,Punjab,Sugarcane,7.95,2044.58,14.66,1.2,7,94.45,21.44,23.06,88.37,Organic Farming,363.31
2014,India,Maharashtra,Cotton,11.3,2152.11,12.55,2.86,5,24.51,6.79,95.99,42.14,Drought-resistant Crops,998.04
1990,India,Tamil Nadu,Vegetables,25.36,1394.83,21.87,3.087,2,49.92,9.47,97.23,67.64,No Adaptation,360.61
1998,India,Tamil Nadu,Rice,19.01,1282.29,25.18,2.052,4,97.19,4.02,93.85,58.95,Crop Rotation,490.45
2009,India,Punjab,Barley,30.2,237.79,15.9,2.484,5,65.37,12.07,94.18,54.49,Water Management,611.19
1997,India,Maharashtra,Wheat,25.12,1739.69,29.73,1.197,6,98.87,32.51,7.08,94.66,Crop Rotation,162.75
2003,India,Punjab,Fruits,-3.09,514.8,13.48,2.78,5,50.62,14.82,12.75,69.92,Water Management,557.36
1999,India,Punjab,Coffee,16.69,737.41,23.46,4.248,1,59.98,27.44,51.8,89.66,No Adaptation,1852.07
